conference_code,conference,season,team,player_name,first_name,last_name,gp,mpg,ppg,rpg,apg,spg,bpg,tov_pg
gnac,Great Northeast Athletic Conference (GNAC),2025-26,Saint Joseph's (Maine),R Wani,R,Wani,22,33.3,23.3,6.7,3.1,1.1,0.5,2.2
gnac,Great Northeast Athletic Conference (GNAC),2025-26,Albertus Magnus,T Daniels,T,Daniels,24,29.3,21.3,3.3,3.3,2.1,0.0,2.0
gnac,Great Northeast Athletic Conference (GNAC),2025-26,Lasell,E Madesko,E,Madesko,25,34.8,20.1,6.0,5.7,2.5,0.3,2.4
gnac,Great Northeast Athletic Conference (GNAC),2025-26,Rivier,I Shaw-Glen,I,Shaw-Glen,25,35.0,18.8,7.9,1.3,0.9,1.0,2.4
gnac,Great Northeast Athletic Conference (GNAC),2025-26,Rivier,R Baguidy,R,Baguidy,25,39.4,18.5,4.7,6.3,2.5,0.1,2.8
gnac,Great Northeast Athletic Conference (GNAC),2025-26,Mitchell,T Butler,T,Butler,24,30.6,18.3,1.4,2.3,1.7,0.2,2.3
gnac,Great Northeast Athletic Conference (GNAC),2025-26,Dean,C Yeates,C,Yeates,26,31.8,17.0,6.5,2.5,2.3,0.2,2.3
gnac,Great Northeast Athletic Conference (GNAC),2025-26,Mitchell,A Mansaray,A,Mansaray,25,32.2,16.3,8.4,2.6,1.2,1.6,2.9
gnac,Great Northeast Athletic Conference (GNAC),2025-26,Albertus Magnus,"R Ford, Jr.","R Ford,",Jr.,27,34.1,16.2,4.8,4.2,1.9,0.2,1.9
gnac,Great Northeast Athletic Conference (GNAC),2025-26,Norwich,M Ndayishimiye,M,Ndayishimiye,26,32.7,16.0,6.7,2.4,1.2,0.0,2.4
gnac,Great Northeast Athletic Conference (GNAC),2025-26,University of Saint Joseph (Conn.),L Altenor,L,Altenor,28,34.3,15.7,3.5,2.7,1.5,0.1,1.4
gnac,Great Northeast Athletic Conference (GNAC),2025-26,Saint Joseph's (Maine),W Donato,W,Donato,28,29.6,15.5,7.5,3.8,1.8,1.5,2.8
gnac,Great Northeast Athletic Conference (GNAC),2025-26,Emmanuel,M Guerrier,M,Guerrier,27,31.0,15.5,8.1,2.4,1.0,0.4,1.6
gnac,Great Northeast Athletic Conference (GNAC),2025-26,Albertus Magnus,J Kirkland,J,Kirkland,24,27.7,15.5,3.8,0.7,0.8,0.3,1.5
gnac,Great Northeast Athletic Conference (GNAC),2025-26,Saint Joseph's (Maine),J Frazier,J,Frazier,24,32.3,15.3,4.4,2.3,1.0,0.7,1.2
gnac,Great Northeast Athletic Conference (GNAC),2025-26,Norwich,J DuBrul,J,DuBrul,24,31.3,15.2,6.0,1.5,0.8,0.0,2.8
gnac,Great Northeast Athletic Conference (GNAC),2025-26,Dean,N Motley,N,Motley,25,30.8,15.1,5.3,1.8,1.3,0.6,1.8
gnac,Great Northeast Athletic Conference (GNAC),2025-26,Emmanuel,N Beaudet,N,Beaudet,27,28.9,14.9,3.6,1.1,1.3,0.0,1.7
gnac,Great Northeast Athletic Conference (GNAC),2025-26,Regis,J Harvey,J,Harvey,26,25.7,14.1,6.1,1.5,0.8,0.7,2.3
gnac,Great Northeast Athletic Conference (GNAC),2025-26,Saint Joseph's (Maine),D Mann,D,Mann,27,27.0,13.9,5.2,1.7,0.6,0.2,1.8
gnac,Great Northeast Athletic Conference (GNAC),2025-26,Albertus Magnus,I Earl,I,Earl,27,30.9,13.8,6.7,1.8,1.6,1.7,2.2
gnac,Great Northeast Athletic Conference (GNAC),2025-26,Lasell,C Hanks,C,Hanks,26,31.0,13.8,2.0,2.0,1.1,0.1,2.0
gnac,Great Northeast Athletic Conference (GNAC),2025-26,Elms,R Mayfield,R,Mayfield,25,29.3,13.0,5.3,0.8,1.6,1.0,1.9
gnac,Great Northeast Athletic Conference (GNAC),2025-26,University of Saint Joseph (Conn.),F Feldrappe,F,Feldrappe,28,29.6,12.8,6.3,2.6,0.7,0.5,1.9
gnac,Great Northeast Athletic Conference (GNAC),2025-26,University of Saint Joseph (Conn.),R Figueroa,R,Figueroa,28,28.4,12.6,2.6,1.2,0.9,0.3,2.0
gnac,Great Northeast Athletic Conference (GNAC),2025-26,New England College,J Robie,J,Robie,24,25.8,12.5,2.5,1.0,0.8,0.0,1.2
gnac,Great Northeast Athletic Conference (GNAC),2025-26,Lasell,A Madesko,A,Madesko,26,33.3,12.4,7.8,4.8,2.0,0.6,2.2
gnac,Great Northeast Athletic Conference (GNAC),2025-26,Colby-Sawyer,T Bellows,T,Bellows,25,31.1,12.3,3.7,2.0,0.6,0.4,3.1
gnac,Great Northeast Athletic Conference (GNAC),2025-26,Emmanuel,D Adams,D,Adams,27,25.1,11.7,3.5,2.0,1.3,0.5,2.5
gnac,Great Northeast Athletic Conference (GNAC),2025-26,Regis,A Sullivan,A,Sullivan,23,29.1,11.5,4.1,4.3,1.2,0.0,2.6
gnac,Great Northeast Athletic Conference (GNAC),2025-26,Colby-Sawyer,E Thomas,E,Thomas,20,28.8,11.3,5.3,1.3,0.6,0.7,2.1
gnac,Great Northeast Athletic Conference (GNAC),2025-26,Emmanuel,C Snowden,C,Snowden,22,25.9,11.0,3.7,1.2,0.6,0.3,1.0
gnac,Great Northeast Athletic Conference (GNAC),2025-26,New England College,M Strazzeri,M,Strazzeri,25,26.7,11.0,3.4,2.4,0.7,0.1,2.8
gnac,Great Northeast Athletic Conference (GNAC),2025-26,Dean,I Porter,I,Porter,17,24.0,10.9,3.4,2.1,1.9,0.2,2.6
gnac,Great Northeast Athletic Conference (GNAC),2025-26,Colby-Sawyer,E Adarkwa,E,Adarkwa,20,25.6,10.8,2.4,1.9,0.8,0.2,3.1
gnac,Great Northeast Athletic Conference (GNAC),2025-26,University of Saint Joseph (Conn.),D Tanksley Jr.,D Tanksley,Jr.,27,27.4,10.4,7.4,1.6,1.3,0.2,1.4
gnac,Great Northeast Athletic Conference (GNAC),2025-26,Elms,D Watkins,D,Watkins,25,26.8,10.4,4.4,1.2,0.5,0.1,1.0
gnac,Great Northeast Athletic Conference (GNAC),2025-26,Norwich,J Ricketts,J,Ricketts,26,27.4,10.3,3.7,1.9,1.2,0.1,1.3
gnac,Great Northeast Athletic Conference (GNAC),2025-26,Mitchell,B Lee,B,Lee,22,28.4,10.2,7.9,1.8,1.7,0.5,1.9
gnac,Great Northeast Athletic Conference (GNAC),2025-26,Colby-Sawyer,S Peterson,S,Peterson,22,25.7,10.0,10.2,0.5,0.6,0.5,1.6
gnac,Great Northeast Athletic Conference (GNAC),2025-26,Elms,A Ciaglo,A,Ciaglo,17,27.1,9.8,3.9,1.6,1.1,0.1,1.6
gnac,Great Northeast Athletic Conference (GNAC),2025-26,Dean,R Vasquez,R,Vasquez,26,32.2,9.7,8.1,0.8,0.7,0.2,1.1
gnac,Great Northeast Athletic Conference (GNAC),2025-26,Rivier,M Youngquist,M,Youngquist,25,25.8,9.6,4.7,0.7,0.7,0.4,1.2
gnac,Great Northeast Athletic Conference (GNAC),2025-26,Norwich,C Nogard,C,Nogard,20,24.5,9.4,6.3,0.8,1.3,0.3,1.8
gnac,Great Northeast Athletic Conference (GNAC),2025-26,Elms,E Cancel,E,Cancel,25,22.0,8.6,4.0,1.5,1.2,0.4,1.4
gnac,Great Northeast Athletic Conference (GNAC),2025-26,Dean,X Boyd,X,Boyd,24,19.8,8.6,3.3,0.7,0.3,0.0,1.7
gnac,Great Northeast Athletic Conference (GNAC),2025-26,Regis,G Brynda,G,Brynda,18,26.0,8.3,4.9,0.5,0.7,0.6,1.2
gnac,Great Northeast Athletic Conference (GNAC),2025-26,Rivier,D Dalcour,D,Dalcour,25,27.2,8.2,7.0,0.6,0.7,0.3,0.7
gnac,Great Northeast Athletic Conference (GNAC),2025-26,Dean,X Rubio,X,Rubio,22,14.7,8.2,1.4,1.2,1.4,0.2,1.0
gnac,Great Northeast Athletic Conference (GNAC),2025-26,New England College,J Stovall,J,Stovall,23,16.3,7.7,2.3,1.1,0.6,0.0,1.7
gnac,Great Northeast Athletic Conference (GNAC),2025-26,Regis,N Fitzpatrick,N,Fitzpatrick,26,18.8,7.7,2.2,0.9,0.8,0.0,1.0
gnac,Great Northeast Athletic Conference (GNAC),2025-26,New England College,A Macleod,A,Macleod,18,23.1,7.4,4.8,1.7,0.7,1.0,1.7
gnac,Great Northeast Athletic Conference (GNAC),2025-26,Regis,R Elliott,R,Elliott,26,26.7,7.3,6.0,0.8,0.9,0.5,1.3
gnac,Great Northeast Athletic Conference (GNAC),2025-26,New England College,R Cuvier,R,Cuvier,25,20.0,7.2,5.6,1.1,0.6,0.6,1.8
gnac,Great Northeast Athletic Conference (GNAC),2025-26,Colby-Sawyer,L Lapierre Caissie,L Lapierre,Caissie,25,25.8,7.2,4.5,1.4,0.8,0.1,1.7
gnac,Great Northeast Athletic Conference (GNAC),2025-26,New England College,L Montejo,L,Montejo,25,23.5,7.2,5.6,2.0,0.4,0.3,1.8
gnac,Great Northeast Athletic Conference (GNAC),2025-26,Lasell,T Costin,T,Costin,26,14.8,7.2,1.9,0.4,0.7,0.0,0.6
gnac,Great Northeast Athletic Conference (GNAC),2025-26,Norwich,M Johnson-Correia,M,Johnson-Correia,25,20.7,6.8,1.8,1.2,0.9,0.1,1.1
gnac,Great Northeast Athletic Conference (GNAC),2025-26,Saint Joseph's (Maine),T Maiwen,T,Maiwen,28,20.3,6.8,5.7,1.5,1.0,1.1,1.6
gnac,Great Northeast Athletic Conference (GNAC),2025-26,Rivier,S Barnes,S,Barnes,24,34.4,6.8,2.5,3.0,0.9,0.2,1.8
gnac,Great Northeast Athletic Conference (GNAC),2025-26,Rivier,T Briscoe IV,T Briscoe,IV,24,21.5,6.8,2.5,0.7,0.7,0.3,0.8
gnac,Great Northeast Athletic Conference (GNAC),2025-26,Mitchell,D Stallworth,D,Stallworth,19,16.4,6.8,2.3,1.6,1.3,0.1,1.8
gnac,Great Northeast Athletic Conference (GNAC),2025-26,University of Saint Joseph (Conn.),J Tertulien,J,Tertulien,28,23.3,6.8,4.3,3.0,1.5,0.4,2.4
gnac,Great Northeast Athletic Conference (GNAC),2025-26,Lasell,Q Partee Jr.,Q Partee,Jr.,25,13.4,6.7,3.5,0.4,0.4,0.2,0.9
gnac,Great Northeast Athletic Conference (GNAC),2025-26,Rivier,J Williams,J,Williams,22,19.4,6.7,5.5,0.8,0.7,0.5,1.0
gnac,Great Northeast Athletic Conference (GNAC),2025-26,University of Saint Joseph (Conn.),A Lovelace,A,Lovelace,26,16.0,6.5,2.0,1.9,1.3,0.1,0.9
gnac,Great Northeast Athletic Conference (GNAC),2025-26,Regis,T Chinn,T,Chinn,26,14.1,6.0,4.0,0.6,0.8,0.0,0.9
gnac,Great Northeast Athletic Conference (GNAC),2025-26,Mitchell,Z Tate,Z,Tate,21,19.4,5.8,3.8,0.7,0.4,0.6,0.7
gnac,Great Northeast Athletic Conference (GNAC),2025-26,University of Saint Joseph (Conn.),A Cisse,A,Cisse,27,14.6,5.6,3.1,0.6,0.5,0.3,1.0
gnac,Great Northeast Athletic Conference (GNAC),2025-26,New England College,M Hills,M,Hills,21,13.6,5.6,1.5,1.0,0.4,0.0,1.3
gnac,Great Northeast Athletic Conference (GNAC),2025-26,Emmanuel,M Duran,M,Duran,22,21.0,5.4,3.7,1.2,0.5,0.3,0.8
gnac,Great Northeast Athletic Conference (GNAC),2025-26,Mitchell,A Alicea,A,Alicea,21,13.7,5.3,1.1,0.5,0.4,0.0,0.6
gnac,Great Northeast Athletic Conference (GNAC),2025-26,Colby-Sawyer,T Edmonds,T,Edmonds,25,24.3,5.3,2.8,2.0,0.6,0.0,2.9
gnac,Great Northeast Athletic Conference (GNAC),2025-26,Mitchell,J Beaudet,J,Beaudet,23,14.6,5.2,5.2,0.5,0.3,1.0,0.6
gnac,Great Northeast Athletic Conference (GNAC),2025-26,Lasell,J Box,J,Box,16,23.4,5.1,1.7,1.8,0.5,0.1,0.9
gnac,Great Northeast Athletic Conference (GNAC),2025-26,Albertus Magnus,N Charlot,N,Charlot,25,18.3,4.8,3.3,1.4,1.5,0.3,1.0
gnac,Great Northeast Athletic Conference (GNAC),2025-26,Regis,D Reid,D,Reid,26,13.0,4.8,1.5,0.3,0.5,0.1,0.6
gnac,Great Northeast Athletic Conference (GNAC),2025-26,Albertus Magnus,A Hinnant,A,Hinnant,26,19.8,4.8,6.2,0.7,0.6,1.2,1.4
gnac,Great Northeast Athletic Conference (GNAC),2025-26,Colby-Sawyer,A Blunt,A,Blunt,25,19.8,4.7,2.3,0.6,0.3,0.4,1.6
gnac,Great Northeast Athletic Conference (GNAC),2025-26,Lasell,C Nell,C,Nell,26,14.3,4.6,3.0,0.5,0.3,0.6,0.7
gnac,Great Northeast Athletic Conference (GNAC),2025-26,Mitchell,C Jefferson,C,Jefferson,25,14.4,4.6,1.3,0.3,0.3,0.0,0.5
gnac,Great Northeast Athletic Conference (GNAC),2025-26,Norwich,R Severy,R,Severy,26,16.6,4.5,4.5,0.5,0.3,0.3,1.0
gnac,Great Northeast Athletic Conference (GNAC),2025-26,Emmanuel,R Rangel,R,Rangel,26,17.0,4.4,2.5,1.9,0.6,0.0,1.2
gnac,Great Northeast Athletic Conference (GNAC),2025-26,Mitchell,T Daly,T,Daly,25,25.2,4.3,1.9,2.2,1.0,0.0,1.6
gnac,Great Northeast Athletic Conference (GNAC),2025-26,Regis,J Herbin,J,Herbin,23,20.9,4.3,2.9,0.6,0.8,0.1,1.0
gnac,Great Northeast Athletic Conference (GNAC),2025-26,Elms,J Bogar,J,Bogar,25,16.4,4.2,3.4,0.7,0.8,0.3,1.3
gnac,Great Northeast Athletic Conference (GNAC),2025-26,Dean,D Fontenot,D,Fontenot,26,15.1,4.1,1.9,0.6,0.2,0.1,0.5
gnac,Great Northeast Athletic Conference (GNAC),2025-26,Saint Joseph's (Maine),K Dunphe,K,Dunphe,28,21.0,4.1,3.3,2.2,0.5,0.1,1.0
gnac,Great Northeast Athletic Conference (GNAC),2025-26,University of Saint Joseph (Conn.),B Gadiaga,B,Gadiaga,26,12.2,4.1,3.2,0.5,0.8,0.8,1.1
gnac,Great Northeast Athletic Conference (GNAC),2025-26,Emmanuel,A Oliveira,A,Oliveira,26,25.0,4.0,5.0,2.1,1.4,0.0,2.0
gnac,Great Northeast Athletic Conference (GNAC),2025-26,Lasell,C Foster-Martez,C,Foster-Martez,26,17.6,4.0,3.1,1.0,0.8,0.3,0.5
gnac,Great Northeast Athletic Conference (GNAC),2025-26,Emmanuel,C Hanavan,C,Hanavan,20,10.9,3.8,0.9,0.5,0.1,0.1,0.3
gnac,Great Northeast Athletic Conference (GNAC),2025-26,Elms,J Lawson,J,Lawson,24,13.5,3.8,2.7,1.0,0.5,0.0,1.4
gnac,Great Northeast Athletic Conference (GNAC),2025-26,New England College,K Emadamerho,K,Emadamerho,25,20.8,3.6,2.8,1.2,0.4,0.1,1.6
gnac,Great Northeast Athletic Conference (GNAC),2025-26,Saint Joseph's (Maine),Y Dakane,Y,Dakane,28,13.9,3.6,2.7,1.6,1.6,0.0,1.4
gnac,Great Northeast Athletic Conference (GNAC),2025-26,Saint Joseph's (Maine),J Freeman,J,Freeman,20,10.3,3.5,1.5,0.6,0.3,0.1,0.5
gnac,Great Northeast Athletic Conference (GNAC),2025-26,Emmanuel,H Jacques,H,Jacques,24,15.5,3.5,2.2,0.8,0.6,0.5,1.0
gnac,Great Northeast Athletic Conference (GNAC),2025-26,Lasell,R Jones,R,Jones,16,13.4,3.4,2.2,1.0,0.3,0.3,0.3
gnac,Great Northeast Athletic Conference (GNAC),2025-26,Regis,R Johnson,R,Johnson,23,13.0,3.4,2.3,0.3,0.3,0.0,0.8
gnac,Great Northeast Athletic Conference (GNAC),2025-26,Mitchell,L Sward,L,Sward,22,13.9,3.4,1.4,0.9,0.4,0.0,0.8
gnac,Great Northeast Athletic Conference (GNAC),2025-26,New England College,J Welch,J,Welch,25,10.4,3.4,2.0,0.4,0.4,0.2,0.6
gnac,Great Northeast Athletic Conference (GNAC),2025-26,Saint Joseph's (Maine),D Salvatore,D,Salvatore,20,10.6,3.1,2.2,1.6,0.5,0.0,0.9
gnac,Great Northeast Athletic Conference (GNAC),2025-26,Norwich,N Nordberg,N,Nordberg,21,12.5,3.1,0.9,0.3,0.4,0.0,0.4
gnac,Great Northeast Athletic Conference (GNAC),2025-26,Albertus Magnus,T Hunter,T,Hunter,21,7.0,3.0,2.3,0.0,0.2,0.1,0.3
gnac,Great Northeast Athletic Conference (GNAC),2025-26,Dean,C Louis,C,Louis,26,11.5,2.9,2.3,0.5,0.2,0.1,0.3
gnac,Great Northeast Athletic Conference (GNAC),2025-26,Dean,M Berete,M,Berete,20,13.2,2.9,2.2,0.3,0.2,0.1,0.8
gnac,Great Northeast Athletic Conference (GNAC),2025-26,Colby-Sawyer,D De Moor,D De,Moor,22,11.3,2.8,1.1,0.6,0.3,0.1,0.8
gnac,Great Northeast Athletic Conference (GNAC),2025-26,Elms,D Villanueva,D,Villanueva,21,9.8,2.6,1.8,0.5,0.4,0.1,1.2
gnac,Great Northeast Athletic Conference (GNAC),2025-26,Mitchell,L Pavia,L,Pavia,15,6.9,2.5,1.5,0.3,0.1,0.0,0.5
gnac,Great Northeast Athletic Conference (GNAC),2025-26,Elms,R Anderson,R,Anderson,16,9.1,2.5,1.9,0.3,0.1,0.2,0.7
gnac,Great Northeast Athletic Conference (GNAC),2025-26,Lasell,D Edmonds,D,Edmonds,22,9.2,2.5,1.3,0.5,0.5,0.0,0.7
gnac,Great Northeast Athletic Conference (GNAC),2025-26,Elms,T Jordan,T,Jordan,15,9.4,2.4,2.1,0.9,0.5,0.0,1.5
gnac,Great Northeast Athletic Conference (GNAC),2025-26,Norwich,N Hutchinson,N,Hutchinson,23,14.2,2.4,1.7,0.9,0.2,0.3,1.1
gnac,Great Northeast Athletic Conference (GNAC),2025-26,Colby-Sawyer,D Rodriguez,D,Rodriguez,20,9.1,2.4,1.2,0.5,0.1,0.0,1.0
gnac,Great Northeast Athletic Conference (GNAC),2025-26,Elms,A Sarlan,A,Sarlan,23,17.4,2.3,4.2,1.0,0.3,0.1,0.5
gnac,Great Northeast Athletic Conference (GNAC),2025-26,Albertus Magnus,D Victory,D,Victory,23,13.8,2.3,2.0,1.9,1.1,0.1,1.0
gnac,Great Northeast Athletic Conference (GNAC),2025-26,Elms,M Rolnick,M,Rolnick,17,8.2,2.3,0.9,0.3,0.2,0.0,0.2
gnac,Great Northeast Athletic Conference (GNAC),2025-26,University of Saint Joseph (Conn.),E McEachern,E,McEachern,18,7.8,2.3,,,,,
gnac,Great Northeast Athletic Conference (GNAC),2025-26,Albertus Magnus,R Pearson,R,Pearson,24,10.3,2.3,2.5,0.1,0.5,1.1,0.3
gnac,Great Northeast Athletic Conference (GNAC),2025-26,Norwich,M Kanneh,M,Kanneh,26,15.8,2.2,3.3,0.5,0.2,0.5,0.6
gnac,Great Northeast Athletic Conference (GNAC),2025-26,Norwich,D Bogre,D,Bogre,24,10.9,2.0,1.4,0.6,0.9,0.1,0.7
gnac,Great Northeast Athletic Conference (GNAC),2025-26,New England College,C Amero,C,Amero,15,6.4,1.8,1.1,0.4,0.1,0.1,0.3
gnac,Great Northeast Athletic Conference (GNAC),2025-26,Colby-Sawyer,D Mendez,D,Mendez,15,5.2,1.7,,,,,
gnac,Great Northeast Athletic Conference (GNAC),2025-26,New England College,K Dzarnowski,K,Dzarnowski,17,6.4,1.5,,,,,
gnac,Great Northeast Athletic Conference (GNAC),2025-26,New England College,S Lutchman,S,Lutchman,23,7.6,1.3,0.7,0.2,0.1,0.1,0.3
gnac,Great Northeast Athletic Conference (GNAC),2025-26,Saint Joseph's (Maine),P Donato,P,Donato,22,,,1.8,1.2,0.2,0.0,1.1
gnac,Great Northeast Athletic Conference (GNAC),2025-26,Regis,J Soberanis,J,Soberanis,19,,,1.2,1.5,0.5,0.1,1.2
gnac,Great Northeast Athletic Conference (GNAC),2025-26,New England College,S O'Keefe,S,O'Keefe,16,,,0.8,0.3,0.1,0.0,0.1
