season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,linkup_name,games_played,games_started,uniform,year,team_name,team_id,sdrm_id,goal_stats_shootout_goals,goal_stats_free_positiong_goals,goal_stats_game_tying_goals,goal_stats_empty_net_goals,goal_stats_overtime_goals,goal_stats_first_goals,goal_stats_unassisted_goals,goal_stats_short_handed_goals,goal_stats_power_play_goals,goal_stats_game_winning_goals,goal_stats_hat_tricks,penalty_stats_number,penalty_stats_minutes,penalty_stats_fouls,penalty_stats_misc10,penalty_stats_miscgame,penalty_stats_miscgross,penalty_stats_match,penalty_stats_major,penalty_stats_minor,misc_stats_faceoffs_won,misc_stats_faceoffs_lost,misc_stats_total_faceoffs,misc_stats_faceoff_win_pct,misc_stats_faceoffs_won_pct,misc_stats_plus,misc_stats_minus,misc_stats_plusminus,misc_stats_blocks,goalie_stats,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_shots_pct,shot_stats_penalty_shot_goals,shot_stats_penalty_shots_attempted,is_goalie,game,goalie_stats_games_played,goalie_stats_minutes,goalie_stats_goals_allowed,goalie_stats_saves,goalie_stats_saves_by_prd,goalie_stats_shutouts,goalie_stats_win,goalie_stats_loss,goalie_stats_tie,goalie_stats_powerplay_goals_allowed,goalie_stats_shorthanded_goals_allowed,goalie_stats_emptynet_goals_allowed,goalie_stats_save_pct,goalie_stats_games_started,goalie_stats_penalty_shot_goals_allowed,goalie_stats_shootout_goals_allowed,goalie_stats_goals_against_avg
2025-26,whockey,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Augsburg,"Milota, Adelyn",Adelyn,Milota,0,38,"Milota, Adelyn","Milota,Adelyn",MilotaAdelynAUG,27,6,2,,Augsburg,AUG,1103-13266,0,,0,0,0,0,1,0,0,1,0,6,12:00,0,0,0,0,0,0,6,144,159,303,.475,1.10,17,9,8,6,,0,60,6,3,3,0.05,0,0,False,,,,,,,,,,,,,,,,,,
2025-26,whockey,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Augsburg,"Olson, Ella",Ella,Olson,0,38,"Olson, Ella","Olson,Ella",OlsonEllaAUG,27,7,3,,Augsburg,AUG,1103-13104,0,,0,1,0,2,1,0,0,3,0,2,04:00,0,0,0,0,0,0,2,7,4,11,.636,0.57,26,5,21,24,,0,96,23,11,12,0.13,0,0,False,,,,,,,,,,,,,,,,,,
2025-26,whockey,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Augsburg,"Wold, Lilli",Lilli,Wold,0,38,"Wold, Lilli","Wold,Lilli",WoldLilliAUG,26,1,5,,Augsburg,AUG,1103-13271,0,,0,0,0,1,0,0,0,1,0,3,06:00,0,0,0,0,0,0,3,0,1,1,.000,0,11,9,2,5,,0,21,3,2,1,0.05,0,0,False,,,,,,,,,,,,,,,,,,
2025-26,whockey,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Augsburg,"Behr, Payton",Payton,Behr,0,38,"Behr, Payton","Behr,Payton",BehrPaytonAUG,27,13,6,,Augsburg,AUG,1103-13450,0,,0,0,0,2,0,0,3,1,0,1,02:00,0,0,0,0,0,0,1,0,0,0,NaN,0,34,10,24,17,,0,37,6,3,3,0.08,0,0,False,,,,,,,,,,,,,,,,,,
2025-26,whockey,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Augsburg,"Mielke, Annika",Annika,Mielke,0,38,"Mielke, Annika","Mielke,Annika",MielkeAnnikaAUG,19,2,7,,Augsburg,AUG,1103-13265,0,,0,0,0,0,0,0,1,0,0,3,06:00,0,0,0,0,0,0,3,5,4,9,.556,0.80,6,6,0,8,,0,23,6,5,1,0.04,0,0,False,,,,,,,,,,,,,,,,,,
2025-26,whockey,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Augsburg,"Simons, Abby",Abby,Simons,0,38,"Simons, Abby","Simons,Abby",SimonsAbbyAUG,23,0,8,,Augsburg,AUG,1103-13269,0,,0,0,0,0,0,0,0,0,0,2,04:00,0,0,0,0,0,0,2,0,0,0,NaN,0,8,2,6,4,,0,16,3,3,0,0.00,0,0,False,,,,,,,,,,,,,,,,,,
2025-26,whockey,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Augsburg,"Brehm, Livia",Livia,Brehm,0,38,"Brehm, Livia","Brehm,Livia",BrehmLiviaAUG,20,2,9,,Augsburg,AUG,1103-13102,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,87,90,177,.492,1.03,4,7,-3,5,,0,5,1,1,0,0.00,0,0,False,,,,,,,,,,,,,,,,,,
2025-26,whockey,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Augsburg,"Allen, Jenna",Jenna,Allen,0,38,"Allen, Jenna","Allen,Jenna",AllenJennaAUG,25,5,10,,Augsburg,AUG,1103-13260,0,,0,1,1,3,2,0,1,1,0,0,00:00,0,0,0,0,0,0,0,0,0,0,NaN,0,20,7,13,19,,0,63,18,10,8,0.13,0,0,False,,,,,,,,,,,,,,,,,,
2025-26,whockey,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Augsburg,"Eskin, Ruby",Ruby,Eskin,0,38,"Eskin, Ruby","Eskin,Ruby",EskinRubyAUG,27,10,11,,Augsburg,AUG,1103-13272,0,,0,0,0,0,0,0,1,1,0,5,10:00,0,0,0,0,0,0,5,241,182,423,.570,0.76,24,5,19,23,,0,54,13,10,3,0.06,0,0,False,,,,,,,,,,,,,,,,,,
2025-26,whockey,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Augsburg,"Ries, Kelsi",Kelsi,Ries,0,38,"Ries, Kelsi","Ries,Kelsi",RiesKelsiAUG,26,1,12,,Augsburg,AUG,1103-13267,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,NaN,0,10,17,-7,5,,0,21,4,4,0,0.00,0,0,False,,,,,,,,,,,,,,,,,,
2025-26,whockey,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Augsburg,"Meier, Kennedy",Kennedy,Meier,0,38,"Meier, Kennedy","Meier,Kennedy",MeierKennedyAUG,0,0,13,,Augsburg,AUG,1103-13453,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,,0,0,0,0,0,0.00,0,0,False,,,,,,,,,,,,,,,,,,
2025-26,whockey,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Augsburg,"Grundhoffer, Molly",Molly,Grundhoffer,0,38,"Grundhoffer, Molly","Grundhoffer,Molly",GrundhofferMollyAUG,26,5,14,,Augsburg,AUG,1103-13263,0,,0,0,0,0,0,0,0,1,0,5,10:00,0,0,0,0,0,0,5,0,3,3,.000,0,11,8,3,11,,0,44,4,3,1,0.02,0,0,False,,,,,,,,,,,,,,,,,,
2025-26,whockey,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Augsburg,"Stewart, Tenley",Tenley,Stewart,0,38,"Stewart, Tenley","Stewart,Tenley",StewartTenleyAUG,27,9,15,,Augsburg,AUG,1103-12902,0,,0,0,0,0,0,0,1,2,0,1,02:00,0,0,0,0,0,0,1,0,0,0,NaN,0,11,14,-3,29,,0,42,4,2,2,0.05,0,0,False,,,,,,,,,,,,,,,,,,
2025-26,whockey,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Augsburg,"Haug, Kate",Kate,Haug,0,38,"Haug, Kate","Haug,Kate",HaugKateAUG,26,13,16,,Augsburg,AUG,1103-13264,0,,0,1,0,1,1,0,2,2,0,1,02:00,0,0,0,0,0,0,1,1,1,2,.500,1.00,23,13,10,7,,0,70,20,9,11,0.16,0,0,False,,,,,,,,,,,,,,,,,,
2025-26,whockey,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Augsburg,"Schoeberl, Emily",Emily,Schoeberl,0,38,"Schoeberl, Emily","Schoeberl,Emily",SchoeberlEmilyAUG,27,7,17,,Augsburg,AUG,1103-12900,0,,0,0,0,0,0,0,0,1,1,2,04:00,0,0,0,0,0,0,2,201,185,386,.521,0.92,18,10,8,25,,0,33,6,2,4,0.12,0,0,False,,,,,,,,,,,,,,,,,,
2025-26,whockey,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Augsburg,"Matson, Gaby",Gaby,Matson,0,38,"Matson, Gaby","Matson,Gaby",MatsonGabyAUG,23,3,18,,Augsburg,AUG,1103-13452,0,,0,0,0,0,0,0,0,0,0,2,04:00,0,0,0,0,0,0,2,46,54,100,.460,1.17,8,6,2,7,,0,17,1,0,1,0.06,0,0,False,,,,,,,,,,,,,,,,,,
2025-26,whockey,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Augsburg,"Abrahamson, Emma",Emma,Abrahamson,0,38,"Abrahamson, Emma","Abrahamson,Emma",AbrahamsonEmmaAUG,27,11,20,,Augsburg,AUG,1103-13100,0,,0,0,1,4,1,0,1,1,0,8,16:00,0,0,0,0,0,0,8,70,33,103,.680,0.47,17,9,8,5,,0,67,16,10,6,0.09,0,0,False,,,,,,,,,,,,,,,,,,
2025-26,whockey,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Augsburg,"Stepan, Nora",Nora,Stepan,0,38,"Stepan, Nora","Stepan,Nora",StepanNoraAUG,27,15,21,,Augsburg,AUG,1103-12901,0,,0,0,0,4,2,0,4,4,0,5,10:00,0,0,0,0,0,0,5,1,1,2,.500,1.00,41,14,27,18,,0,128,32,15,17,0.13,0,0,False,,,,,,,,,,,,,,,,,,
2025-26,whockey,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Augsburg,"Schulte, Aunna",Aunna,Schulte,0,38,"Schulte, Aunna","Schulte,Aunna",SchulteAunnaAUG,27,9,22,,Augsburg,AUG,1103-13268,0,,0,0,0,0,1,0,3,2,0,2,04:00,0,0,0,0,0,0,2,4,3,7,.571,0.75,19,10,9,5,,0,77,23,13,10,0.13,0,0,False,,,,,,,,,,,,,,,,,,
2025-26,whockey,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Augsburg,"Brandenburger, Emma",Emma,Brandenburger,0,38,"Brandenburger, Emma","Brandenburger,Emma",BrandenburgerEmmaAUG,27,12,23,,Augsburg,AUG,1103-13261,0,,0,0,0,0,0,0,0,0,0,3,06:00,0,0,0,0,0,0,3,0,0,0,NaN,0,12,6,6,7,,0,32,6,5,1,0.03,0,0,False,,,,,,,,,,,,,,,,,,
2025-26,whockey,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Augsburg,"Diesing, Mei",Mei,Diesing,0,38,"Diesing, Mei","Diesing,Mei",DiesingMeiAUG,27,4,27,,Augsburg,AUG,1103-13262,0,,0,0,0,0,0,0,0,0,0,6,12:00,0,0,0,0,0,0,6,0,0,0,NaN,0,10,3,7,14,,0,20,2,2,0,0.00,0,0,False,,,,,,,,,,,,,,,,,,
2025-26,whockey,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Augsburg,"Lafferty, Lauren",Lauren,Lafferty,0,38,"Lafferty, Lauren","Lafferty,Lauren",LaffertyLaurenAUG,7,2,1,,Augsburg,AUG,1103-13451,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,,0,0,0,0,0,0.00,0,0,True,,7,125:00,2,25,0000,0,1,0,1,1,0,0,.926,2,0,0,0.96
2025-26,whockey,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Augsburg,"Simonson, Kayla",Kayla,Simonson,0,38,"Simonson, Kayla","Simonson,Kayla",SimonsonKaylaAUG,15,11,30,,Augsburg,AUG,1103-13270,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,,0,0,0,0,0,0.00,0,0,True,,15,710:48,25,256,0000,0,1,1,0,5,1,0,.911,11,0,0,2.11
2025-26,whockey,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Augsburg,"Paaske, Marissa",Marissa,Paaske,0,38,"Paaske, Marissa","Paaske,Marissa",PaaskeMarissaAUG,15,14,35,,Augsburg,AUG,1103-12899,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,,0,0,1,1,0,0.00,0,0,True,,15,785:03,16,279,556396396,5,1,1,0,4,1,0,.946,14,0,0,1.22
2025-26,whockey,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Bethel,"O'Connor, Maddi",Maddi,O'Connor,0,60,"O'Connor, Maddi","O'Connor,Maddi",O'ConnorMaddiBET,26,14,2,,Bethel,BET,1104-7518,0,,0,1,0,1,2,1,0,1,0,7,14:00,0,0,0,0,0,0,7,259,203,462,.561,0.78,17,11,6,11,,0,54,9,4,5,0.09,0,0,False,,,,,,,,,,,,,,,,,,
2025-26,whockey,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Bethel,"Kissell, Rylen",Rylen,Kissell,0,60,"Kissell, Rylen","Kissell,Rylen",KissellRylenBET,26,2,3,,Bethel,BET,1104-8050,0,,1,0,0,2,0,0,1,2,0,2,04:00,0,0,0,0,0,0,2,1,5,6,.167,5.00,16,8,8,2,,0,76,15,8,7,0.09,0,0,False,,,,,,,,,,,,,,,,,,
2025-26,whockey,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Bethel,"Hoerer, Alison",Alison,Hoerer,0,60,"Hoerer, Alison","Hoerer,Alison",HoererAlisonBET,26,5,4,,Bethel,BET,1104-7664,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,14,20,34,.412,1.43,5,12,-7,5,,0,16,3,1,2,0.13,0,0,False,,,,,,,,,,,,,,,,,,
2025-26,whockey,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Bethel,"Helget, Julia",Julia,Helget,0,60,"Helget, Julia","Helget,Julia",HelgetJuliaBET,26,13,5,,Bethel,BET,1104-7520,0,,0,0,0,0,0,0,1,2,0,6,12:00,0,0,0,0,0,0,6,0,0,0,NaN,0,19,14,5,13,,0,39,7,3,4,0.10,0,0,False,,,,,,,,,,,,,,,,,,
2025-26,whockey,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Bethel,"Tinkle, Maddie",Maddie,Tinkle,0,60,"Tinkle, Maddie","Tinkle,Maddie",TinkleMaddieBET,25,0,6,,Bethel,BET,1104-7854,0,,0,0,0,0,0,0,0,0,0,1,02:00,0,0,0,0,0,0,1,0,0,0,NaN,0,6,9,-3,8,,0,14,1,0,1,0.07,0,0,False,,,,,,,,,,,,,,,,,,
2025-26,whockey,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Bethel,"Sellner, Evie",Evie,Sellner,0,60,"Sellner, Evie","Sellner,Evie",SellnerEvieBET,25,7,7,,Bethel,BET,1104-7668,0,,0,0,0,0,0,0,0,0,0,2,04:00,0,0,0,0,0,0,2,6,30,36,.167,5.00,9,15,-6,19,,0,29,4,4,0,0.00,0,0,False,,,,,,,,,,,,,,,,,,
2025-26,whockey,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Bethel,"Hulke, Afton",Afton,Hulke,0,60,"Hulke, Afton","Hulke,Afton",HulkeAftonBET,26,11,9,,Bethel,BET,1104-8049,0,,0,0,0,0,0,0,0,0,0,3,06:00,0,0,0,0,0,0,3,0,0,0,NaN,0,22,10,12,21,,0,61,8,7,1,0.02,0,0,False,,,,,,,,,,,,,,,,,,
2025-26,whockey,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Bethel,"Baillif, Kristi",Kristi,Baillif,0,60,"Baillif, Kristi","Baillif,Kristi",BaillifKristiBET,26,4,12,,Bethel,BET,1104-8047,0,,0,0,0,0,0,0,0,0,0,12,24:00,0,0,0,0,0,0,12,57,44,101,.564,0.77,13,14,-1,6,,0,19,3,3,0,0.00,0,0,False,,,,,,,,,,,,,,,,,,
2025-26,whockey,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Bethel,"Jackson, Trinity",Trinity,Jackson,0,60,"Jackson, Trinity","Jackson,Trinity",JacksonTrinityBET,25,9,13,,Bethel,BET,1104-7666,0,,0,0,0,0,0,0,0,0,0,6,12:00,0,0,0,0,0,0,6,1,0,1,1.000,100,16,19,-3,16,,0,44,6,5,1,0.02,0,0,False,,,,,,,,,,,,,,,,,,
2025-26,whockey,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Bethel,"Martin, Olivia",Olivia,Martin,0,60,"Martin, Olivia","Martin,Olivia",MartinOliviaBET,26,11,14,,Bethel,BET,1104-8051,0,,0,0,0,0,0,0,0,1,0,7,14:00,0,0,0,0,0,0,7,0,0,0,NaN,0,24,8,16,18,,0,73,13,12,1,0.01,0,0,False,,,,,,,,,,,,,,,,,,
2025-26,whockey,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Bethel,"Olson, Siri",Siri,Olson,0,60,"Olson, Siri","Olson,Siri",OlsonSiriBET,26,9,15,,Bethel,BET,1104-7852,0,,0,0,0,0,0,0,1,0,0,1,02:00,0,0,0,0,0,0,1,0,2,2,.000,0,16,13,3,34,,0,49,8,7,1,0.02,0,0,False,,,,,,,,,,,,,,,,,,
2025-26,whockey,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Bethel,"Abrahamson Tibbetts, Kallie",Kallie,Abrahamson Tibbetts,0,60,"Abrahamson Tibbetts, Kallie","Abrahamson Tibbetts,Kallie",AbrahamsonTibbettsKallieBET,26,14,16,,Bethel,BET,1104-7523,0,,1,1,0,2,2,0,3,3,0,3,06:00,0,0,0,0,0,0,3,14,12,26,.538,0.86,20,8,12,8,,0,70,19,8,11,0.16,0,0,False,,,,,,,,,,,,,,,,,,
2025-26,whockey,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Bethel,"Martin, Sophie",Sophie,Martin,0,60,"Martin, Sophie","Martin,Sophie",MartinSophieBET,24,2,17,,Bethel,BET,1104-8052,0,,0,0,0,3,0,0,2,1,1,4,08:00,0,0,0,0,0,0,4,0,1,1,.000,0,19,9,10,11,,0,73,16,8,8,0.11,0,0,False,,,,,,,,,,,,,,,,,,
2025-26,whockey,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Bethel,"McKinnon, Malia",Malia,McKinnon,0,60,"McKinnon, Malia","McKinnon,Malia",McKinnonMaliaBET,26,2,20,,Bethel,BET,1104-7667,0,,0,0,0,2,0,1,1,1,0,2,04:00,0,0,0,0,0,0,2,220,215,435,.506,0.98,17,8,9,2,,0,51,9,3,6,0.12,0,0,False,,,,,,,,,,,,,,,,,,
2025-26,whockey,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Bethel,"Schuster, Maddy",Maddy,Schuster,0,60,"Schuster, Maddy","Schuster,Maddy",SchusterMaddyBET,25,1,21,,Bethel,BET,1104-7860,0,,0,0,0,0,0,0,0,0,0,5,10:00,0,0,0,0,0,0,5,8,9,17,.471,1.13,2,12,-10,6,,0,23,0,0,0,0.00,0,0,False,,,,,,,,,,,,,,,,,,
2025-26,whockey,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Bethel,"McQuay, Amelia",Amelia,McQuay,0,60,"McQuay, Amelia","McQuay,Amelia",McQuayAmeliaBET,26,9,25,,Bethel,BET,1104-8053,0,,0,1,0,2,2,1,1,1,1,6,12:00,0,0,0,0,0,0,6,1,6,7,.143,6.00,16,13,3,4,,0,51,11,4,7,0.14,0,0,False,,,,,,,,,,,,,,,,,,
2025-26,whockey,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Bethel,"VanDenBerg, Brayley",Brayley,VanDenBerg,0,60,"VanDenBerg, Brayley","VanDenBerg,Brayley",VanDenBergBrayleyBET,23,0,26,,Bethel,BET,1104-8054,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,4,4,.000,0,3,6,-3,2,,0,8,3,2,1,0.13,0,0,False,,,,,,,,,,,,,,,,,,
2025-26,whockey,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Bethel,"Velasco Vincent, Beth",Beth,Velasco Vincent,0,60,"Velasco Vincent, Beth","Velasco Vincent,Beth",VelascoVincentBethBET,26,7,27,,Bethel,BET,1104-7514,0,,0,0,1,0,1,0,0,1,0,5,10:00,0,0,0,0,0,0,5,15,14,29,.517,0.93,14,9,5,1,,0,43,9,4,5,0.12,0,0,False,,,,,,,,,,,,,,,,,,
2025-26,whockey,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Bethel,"Lubken, Myla",Myla,Lubken,0,60,"Lubken, Myla","Lubken,Myla",LubkenMylaBET,26,10,29,,Bethel,BET,1104-7851,0,,0,0,0,1,1,0,1,1,0,4,11:00,0,0,0,0,0,1,3,132,130,262,.504,0.98,17,6,11,4,,0,36,14,9,5,0.14,0,0,False,,,,,,,,,,,,,,,,,,
2025-26,whockey,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Bethel,"Brennan, Ava",Ava,Brennan,0,60,"Brennan, Ava","Brennan,Ava",BrennanAvaBET,13,2,1,,Bethel,BET,1104-8048,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,,0,0,0,0,0,0.00,0,0,True,,13,119:52,5,28,0000,0,1,0,0,1,0,0,.848,2,0,0,2.50
2025-26,whockey,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Bethel,"Holman, Lexi",Lexi,Holman,0,60,"Holman, Lexi","Holman,Lexi",HolmanLexiBET,7,2,35,,Bethel,BET,1104-7665,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,,0,0,0,0,0,0.00,0,0,True,,7,138:57,6,38,0000,0,1,1,0,1,0,0,.864,2,0,0,2.59
2025-26,whockey,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Bethel,"Gustafson Hess, Ashley",Ashley,Gustafson Hess,0,60,"Gustafson Hess, Ashley","Gustafson Hess,Ashley",GustafsonHessAshleyBET,22,22,50,,Bethel,BET,1104-7519,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,,0,0,1,1,0,0.00,0,0,True,,22,1303:48,38,545,521052105210,3,1,1,1,7,0,0,.935,22,0,0,1.75
2025-26,whockey,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Bethel,"Doppelhammer, Rachel",Rachel,Doppelhammer,0,60,"Doppelhammer, Rachel","Doppelhammer,Rachel",DoppelhammerRachelBET,7,0,30,,Bethel,BET,1104-8111,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,,0,0,0,0,0,0.00,0,0,True,,7,00:00,0,0,0000,0,0,0,0,0,0,0,.000,0,0,0,0.00
2025-26,whockey,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Concordia,"Skogman, Madilyn",Madilyn,Skogman,0,161,"Skogman, Madilyn","Skogman,Madilyn",SkogmanMadilynCon,24,1,2,,Concordia,Con,0,0,,0,0,0,0,0,0,0,0,0,1,02:00,0,0,0,0,0,0,1,66,71,137,.482,1.08,9,18,-9,12,,0,27,3,2,1,0.04,0,0,False,,,,,,,,,,,,,,,,,,
