season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,linkup_name,games_played,games_started,uniform,year,team_name,team_id,sdrm_id,goal_stats_shootout_goals,goal_stats_free_positiong_goals,goal_stats_game_tying_goals,goal_stats_empty_net_goals,goal_stats_overtime_goals,goal_stats_first_goals,goal_stats_unassisted_goals,goal_stats_short_handed_goals,goal_stats_power_play_goals,goal_stats_game_winning_goals,goal_stats_hat_tricks,penalty_stats_number,penalty_stats_minutes,penalty_stats_fouls,penalty_stats_misc10,penalty_stats_miscgame,penalty_stats_miscgross,penalty_stats_match,penalty_stats_major,penalty_stats_minor,misc_stats_faceoffs_won,misc_stats_faceoffs_lost,misc_stats_total_faceoffs,misc_stats_faceoff_win_pct,misc_stats_faceoffs_won_pct,misc_stats_plus,misc_stats_minus,misc_stats_plusminus,misc_stats_blocks,goalie_stats_games_played,goalie_stats_minutes,goalie_stats_goals_allowed,goalie_stats_saves,goalie_stats_saves_by_prd,goalie_stats_shutouts,goalie_stats_win,goalie_stats_loss,goalie_stats_tie,goalie_stats_powerplay_goals_allowed,goalie_stats_shorthanded_goals_allowed,goalie_stats_emptynet_goals_allowed,goalie_stats_save_pct,goalie_stats_games_started,goalie_stats_penalty_shot_goals_allowed,goalie_stats_shootout_goals_allowed,goalie_stats_goals_against_avg,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_shots_pct,shot_stats_penalty_shot_goals,shot_stats_penalty_shots_attempted,is_goalie,game,goalie_stats,composite_score,global_rank,rating
2025-26,whockey,New England Small College Athletic Conference (NESCAC),nescac,Conn. College,"Burm, Alana",Alana,Burm,0,163,"Burm, Alana","Burm,Alana",BurmAlanaCON,24,16,4,,Conn. College,CON,0,0,,0,1,0,1,0,0,4,2,0,6,12:00,0,0,0,0,0,0,6,0,0,0,NaN,0,11,10,1,10,,,,,,,,,,,,,,,,,,0,41,11,5,6,0.15,0,0,False,,,2.4538804913132797,44,89
2025-26,whockey,New England Small College Athletic Conference (NESCAC),nescac,Trinity,"Cassidy, Lillian",Lillian,Cassidy,0,713,"Cassidy, Lillian","Cassidy,Lillian",CassidyLillianTRI,25,17,21,,Trinity,TRI,1127-4757,0,,0,1,0,1,1,1,0,1,0,2,04:00,0,0,0,0,0,0,2,5,6,11,.455,1.20,15,22,-7,19,,,,,,,,,,,,,,,,,,0,45,11,7,4,0.09,0,0,False,,,2.255369798059391,45,88
2025-26,whockey,New England Small College Athletic Conference (NESCAC),nescac,Williams,"Noxon, Chloe",Chloe,Noxon,0,789,"Noxon, Chloe","Noxon,Chloe",NoxonChloeWIL,28,11,8,,Williams,WIL,1131-5046,0,,0,1,0,0,0,1,0,0,0,3,06:00,0,0,0,0,0,0,3,89,134,223,.399,1.51,17,13,4,22,,,,,,,,,,,,,,,,,,0,69,11,7,4,0.06,0,0,False,,,2.255369798059391,46,88
2025-26,whockey,New England Small College Athletic Conference (NESCAC),nescac,Colby,Lulu Gray,Lulu,Gray,0,151,Lulu Gray,"GRAY,LULU",GRAYLULUCOLBY,26,1,25,,Colby,COLBY,0,0,,0,0,0,2,0,0,0,1,0,2,04:00,0,0,0,0,0,0,2,133,118,251,.530,0.89,16,6,10,19,,,,,,,,,,,,,,,,,,0,22,11,8,3,0.14,0,0,False,,,2.1561144514324466,47,88
2025-26,whockey,New England Small College Athletic Conference (NESCAC),nescac,Middlebury,"Frazier, Alyssa",Alyssa,Frazier,0,420,"Frazier, Alyssa","Frazier,Alyssa",FrazierAlyssaMID,26,14,3,,Middlebury,MID,1126-6547,0,,0,0,0,0,0,0,2,0,0,5,10:00,0,0,0,0,0,0,5,2,1,3,.667,0.50,29,14,15,23,,,,,,,,,,,,,,,,,,0,68,11,9,2,0.03,0,0,False,,,2.0568591048055023,48,88
2025-26,whockey,New England Small College Athletic Conference (NESCAC),nescac,Middlebury,"Nawrocki, Britt",Britt,Nawrocki,0,420,"Nawrocki, Britt","Nawrocki,Britt",NawrockiBrittMID,26,0,11,,Middlebury,MID,1126-5627,0,,0,1,0,1,0,0,2,0,0,11,22:00,0,0,0,0,0,0,11,27,13,40,.675,0.48,11,8,3,6,,,,,,,,,,,,,,,,,,0,47,10,4,6,0.13,0,0,False,,,2.0141547671939675,49,88
2025-26,whockey,New England Small College Athletic Conference (NESCAC),nescac,Bowdoin,"Ito-Bagshaw, Sara",Sara,Ito-Bagshaw,0,69,"Ito-Bagshaw, Sara","Ito-Bagshaw,Sara",Ito-BagshawSaraBOW,16,5,4,,Bowdoin,BOW,1121-4164,0,,0,0,0,1,0,0,1,0,0,2,04:00,0,0,0,0,0,0,2,0,0,0,NaN,0,15,5,10,13,,,,,,,,,,,,,,,,,,0,23,11,10,1,0.04,0,0,False,,,1.957603758178558,50,87
2025-26,whockey,New England Small College Athletic Conference (NESCAC),nescac,Trinity,"Keyes, Nani",Nani,Keyes,0,713,"Keyes, Nani","Keyes,Nani",KeyesNaniTRI,25,9,7,,Trinity,TRI,1127-5658,0,,0,1,0,0,1,0,1,1,0,3,06:00,0,0,0,0,0,0,3,3,2,5,.600,0.67,11,20,-9,7,,,,,,,,,,,,,,,,,,0,44,10,5,5,0.11,0,0,False,,,1.9148994205670231,51,87
2025-26,whockey,New England Small College Athletic Conference (NESCAC),nescac,Hamilton,"Puskar, Grace",Grace,Puskar,0,267,"Puskar, Grace","Puskar,Grace",PuskarGraceHAM,25,1,24,,Hamilton,HAM,0,0,,1,0,0,0,0,0,1,1,0,2,04:00,0,0,0,0,0,0,2,192,168,360,.533,0.88,13,9,4,20,,,,,,,,,,,,,,,,,,0,39,10,5,5,0.13,0,0,False,,,1.9148994205670231,52,87
2025-26,whockey,New England Small College Athletic Conference (NESCAC),nescac,Hamilton,"Truchon, Lilly",Lilly,Truchon,0,267,"Truchon, Lilly","Truchon,Lilly",TruchonLillyHAM,22,10,20,,Hamilton,HAM,0,0,,0,1,0,1,0,0,1,0,0,1,02:00,0,0,0,0,0,0,1,13,19,32,.406,1.46,15,6,9,10,,,,,,,,,,,,,,,,,,0,34,10,6,4,0.12,0,0,False,,,1.8156440739400788,53,87
2025-26,whockey,New England Small College Athletic Conference (NESCAC),nescac,Bowdoin,"Wojciak, Maddie",Maddie,Wojciak,0,69,"Wojciak, Maddie","Wojciak,Maddie",WojciakMaddieBOW,24,5,5,,Bowdoin,BOW,1121-4539,0,,0,0,0,0,0,0,1,1,0,3,06:00,0,0,0,0,0,0,3,0,0,0,NaN,0,19,12,7,34,,,,,,,,,,,,,,,,,,0,28,10,6,4,0.14,0,0,False,,,1.8156440739400788,54,87
2025-26,whockey,New England Small College Athletic Conference (NESCAC),nescac,Conn. College,"Peterson, Emma",Emma,Peterson,0,163,"Peterson, Emma","Peterson,Emma",PetersonEmmaCON,24,5,18,,Conn. College,CON,0,0,,0,0,0,1,0,0,1,2,0,6,12:00,0,0,0,0,0,0,6,0,0,0,NaN,0,14,14,0,22,,,,,,,,,,,,,,,,,,0,38,10,7,3,0.08,0,0,False,,,1.7163887273131344,55,86
2025-26,whockey,New England Small College Athletic Conference (NESCAC),nescac,Colby,Jo Tattersall,Jo,Tattersall,d,151,Jo Tattersall,"TATTERSALL,JO",TATTERSALLJOCOLBY,26,16,44,,Colby,COLBY,0,0,,0,0,0,0,0,0,0,1,0,3,06:00,0,0,0,0,0,0,3,0,2,2,.000,0,21,9,12,12,,,,,,,,,,,,,,,,,,0,51,10,8,2,0.04,0,0,False,,,1.61713338068619,56,86
2025-26,whockey,New England Small College Athletic Conference (NESCAC),nescac,Colby,Breanna Studley,Breanna,Studley,0,151,Breanna Studley,"STUDLEY,BREANNA",STUDLEYBREANNACOLBY,9,4,22,,Colby,COLBY,0,0,,0,0,0,1,0,0,0,0,0,1,02:00,0,0,0,0,0,0,1,0,0,0,NaN,0,14,4,10,5,,,,,,,,,,,,,,,,,,0,36,10,9,1,0.03,0,0,False,,,1.5178780340592457,57,86
2025-26,whockey,New England Small College Athletic Conference (NESCAC),nescac,Conn. College,"Oar, Christine",Christine,Oar,0,163,"Oar, Christine","Oar,Christine",OarChristineCON,24,1,5,,Conn. College,CON,0,0,,0,0,0,0,1,0,0,0,0,5,10:00,0,0,0,0,0,0,5,134,136,270,.496,1.01,9,3,6,13,,,,,,,,,,,,,,,,,,0,28,10,9,1,0.04,0,0,False,,,1.5178780340592457,58,86
2025-26,whockey,New England Small College Athletic Conference (NESCAC),nescac,Amherst,Calleigh Brown,Calleigh,Brown,0,24,Calleigh Brown,"BROWN,CALLEIGH",BROWNCALLEIGHAMHERST,25,4,10,,Amherst,AMHERST,0,0,,0,0,0,0,0,0,2,2,0,3,06:00,0,0,0,0,0,0,3,144,107,251,.574,0.74,12,4,8,5,,,,,,,,,,,,,,,,,,0,67,9,4,5,0.07,0,0,False,,,1.475173696447711,59,86
2025-26,whockey,New England Small College Athletic Conference (NESCAC),nescac,Williams,"Mayer, Celine",Celine,Mayer,0,789,"Mayer, Celine","Mayer,Celine",MayerCelineWIL,28,7,17,,Williams,WIL,1131-5355,0,,0,0,0,0,0,0,0,0,0,8,16:00,0,0,0,0,0,0,8,0,0,0,NaN,0,19,10,9,35,,,,,,,,,,,,,,,,,,0,38,10,10,0,0.00,0,0,False,,,1.4186226874323014,60,85
2025-26,whockey,New England Small College Athletic Conference (NESCAC),nescac,Amherst,Annabel Raffin,Annabel,Raffin,0,24,Annabel Raffin,"RAFFIN,ANNABEL",RAFFINANNABELAMHERST,29,12,24,,Amherst,AMHERST,0,0,,0,0,0,0,0,0,0,0,0,7,14:00,0,0,0,0,0,0,7,229,233,462,.496,1.02,11,2,9,10,,,,,,,,,,,,,,,,,,0,61,9,6,3,0.05,0,0,False,,,1.2766630031938222,61,85
2025-26,whockey,New England Small College Athletic Conference (NESCAC),nescac,Williams,"Luber, Reese",Reese,Luber,0,789,"Luber, Reese","Luber,Reese",LuberReeseWIL,26,8,5,,Williams,WIL,1131-5798,0,,0,0,0,0,0,0,1,0,0,8,16:00,0,0,0,0,0,0,8,0,0,0,NaN,0,18,18,0,20,,,,,,,,,,,,,,,,,,0,41,9,6,3,0.07,0,0,False,,,1.2766630031938222,62,85
2025-26,whockey,New England Small College Athletic Conference (NESCAC),nescac,Middlebury,"Pincelli, Zoe",Zoe,Pincelli,0,420,"Pincelli, Zoe","Pincelli,Zoe",PincelliZoeMID,23,1,9,,Middlebury,MID,1126-5626,0,,0,0,0,0,0,0,0,0,0,3,06:00,0,0,0,0,0,0,3,144,145,289,.498,1.01,14,7,7,17,,,,,,,,,,,,,,,,,,0,27,9,6,3,0.11,0,0,False,,,1.2766630031938222,63,85
2025-26,whockey,New England Small College Athletic Conference (NESCAC),nescac,Amherst,Sami Lester,Sami,Lester,0,24,Sami Lester,"LESTER,SAMI",LESTERSAMIAMHERST,29,10,11,,Amherst,AMHERST,0,0,,0,0,0,0,0,0,0,1,0,12,24:00,0,0,0,0,0,0,12,34,25,59,.576,0.74,15,4,11,12,,,,,,,,,,,,,,,,,,0,37,9,6,3,0.08,0,0,False,,,1.2766630031938222,64,85
2025-26,whockey,New England Small College Athletic Conference (NESCAC),nescac,Amherst,Ayla Abban,Ayla,Abban,0,24,Ayla Abban,"ABBAN,AYLA",ABBANAYLAAMHERST,29,4,4,,Amherst,AMHERST,0,0,,0,0,1,0,0,0,1,1,0,9,18:00,0,0,0,0,0,0,9,1,2,3,.333,2.00,9,3,6,10,,,,,,,,,,,,,,,,,,0,108,9,7,2,0.02,0,0,False,,,1.1774076565668778,65,84
2025-26,whockey,New England Small College Athletic Conference (NESCAC),nescac,Hamilton,"Rockwood, Bri",Bri,Rockwood,0,267,"Rockwood, Bri","Rockwood,Bri",RockwoodBriHAM,25,3,14,,Hamilton,HAM,0,0,,0,0,0,2,0,0,1,2,0,3,06:00,0,0,0,0,0,0,3,0,0,0,NaN,0,10,13,-3,4,,,,,,,,,,,,,,,,,,0,40,8,2,6,0.15,0,0,False,,,1.1347033189553433,66,84
2025-26,whockey,New England Small College Athletic Conference (NESCAC),nescac,Wesleyan,"Anderson, Bree",Bree,Anderson,0,764,"Anderson, Bree","Anderson,Bree",AndersonBreeWES,25,2,20,,Wesleyan,WES,1130-7201,0,,0,0,0,0,0,0,0,0,0,5,10:00,0,0,0,0,0,0,5,0,0,0,NaN,0,10,23,-13,19,,,,,,,,,,,,,,,,,,0,37,9,8,1,0.03,0,0,False,,,1.0781523099399335,67,84
2025-26,whockey,New England Small College Athletic Conference (NESCAC),nescac,Bowdoin,"Sun, Anyi",Anyi,Sun,0,69,"Sun, Anyi","Sun,Anyi",SunAnyiBOW,24,8,16,,Bowdoin,BOW,1121-4167,0,,0,0,0,1,0,0,0,1,0,2,04:00,0,0,0,0,0,0,2,9,11,20,.450,1.22,10,4,6,5,,,,,,,,,,,,,,,,,,0,51,8,4,4,0.08,0,0,False,,,0.9361926257014543,68,84
2025-26,whockey,New England Small College Athletic Conference (NESCAC),nescac,Amherst,Emily Hohmann,Emily,Hohmann,0,24,Emily Hohmann,"HOHMANN,EMILY",HOHMANNEMILYAMHERST,29,17,18,,Amherst,AMHERST,0,0,,0,0,0,0,0,0,1,0,0,12,24:00,0,0,0,0,0,0,12,0,0,0,NaN,0,16,4,12,45,,,,,,,,,,,,,,,,,,0,78,8,5,3,0.04,0,0,False,,,0.83693727907451,69,84
2025-26,whockey,New England Small College Athletic Conference (NESCAC),nescac,Trinity,"Angioletti, Livia",Livia,Angioletti,0,713,"Angioletti, Livia","Angioletti,Livia",AngiolettiLiviaTRI,25,14,22,,Trinity,TRI,1127-4755,0,,0,0,0,1,0,0,2,1,0,11,22:00,0,0,0,0,0,0,11,0,0,0,NaN,0,11,24,-13,30,,,,,,,,,,,,,,,,,,0,67,8,6,2,0.03,0,0,False,,,0.7376819324475656,70,83
2025-26,whockey,New England Small College Athletic Conference (NESCAC),nescac,Williams,"Mead, Laney",Laney,Mead,0,789,"Mead, Laney","Mead,Laney",MeadLaneyWIL,28,19,22,,Williams,WIL,1131-5802,0,,0,0,0,0,0,0,0,0,0,3,06:00,0,0,0,0,0,0,3,0,0,0,NaN,0,18,7,11,41,,,,,,,,,,,,,,,,,,0,41,8,6,2,0.05,0,0,False,,,0.7376819324475656,71,83
2025-26,whockey,New England Small College Athletic Conference (NESCAC),nescac,Trinity,"Gross, Gabriela",Gabriela,Gross,0,713,"Gross, Gabriela","Gross,Gabriela",GrossGabrielaTRI,25,15,25,,Trinity,TRI,1127-5435,0,,0,1,0,0,1,0,0,1,0,5,13:00,0,0,0,0,0,1,4,6,5,11,.545,0.83,8,15,-7,13,,,,,,,,,,,,,,,,,,0,78,7,1,6,0.08,0,0,False,,,0.6949775948360309,72,83
2025-26,whockey,New England Small College Athletic Conference (NESCAC),nescac,Hamilton,"Klein, Sadie",Sadie,Klein,0,267,"Klein, Sadie","Klein,Sadie",KleinSadieHAM,25,2,15,,Hamilton,HAM,0,0,,0,0,0,1,0,0,0,0,0,3,06:00,0,0,0,0,0,0,3,142,148,290,.490,1.04,12,8,4,10,,,,,,,,,,,,,,,,,,0,22,8,7,1,0.05,0,0,False,,,0.6384265858206213,73,83
2025-26,whockey,New England Small College Athletic Conference (NESCAC),nescac,Conn. College,"Engle, Ashley",Ashley,Engle,0,163,"Engle, Ashley","Engle,Ashley",EngleAshleyCON,23,5,17,,Conn. College,CON,0,0,,0,1,0,3,1,0,0,0,0,4,08:00,0,0,0,0,0,0,4,139,120,259,.537,0.86,12,13,-1,24,,,,,,,,,,,,,,,,,,0,42,7,2,5,0.12,0,0,False,,,0.5957222482090866,74,83
2025-26,whockey,New England Small College Athletic Conference (NESCAC),nescac,Conn. College,"McGann, Bridget",Bridget,McGann,0,163,"McGann, Bridget","McGann,Bridget",McGannBridgetCON,24,6,6,,Conn. College,CON,0,0,,0,0,0,0,1,0,0,1,0,0,00:00,0,0,0,0,0,0,0,13,22,35,.371,1.69,12,6,6,13,,,,,,,,,,,,,,,,,,0,36,7,2,5,0.14,0,0,False,,,0.5957222482090866,75,82
2025-26,whockey,New England Small College Athletic Conference (NESCAC),nescac,Bowdoin,"Ainley, Abigail",Abigail,Ainley,0,69,"Ainley, Abigail","Ainley,Abigail",AinleyAbigailBOW,24,6,19,,Bowdoin,BOW,1121-4168,0,,0,0,0,0,0,0,0,0,0,4,08:00,0,0,0,0,0,0,4,120,165,285,.421,1.38,11,7,4,13,,,,,,,,,,,,,,,,,,0,27,8,8,0,0.00,0,0,False,,,0.5391712391936769,76,82
2025-26,whockey,New England Small College Athletic Conference (NESCAC),nescac,Trinity,"Holm, Caroline",Caroline,Holm,0,713,"Holm, Caroline","Holm,Caroline",HolmCarolineTRI,25,8,9,,Trinity,TRI,1127-5431,0,,1,0,0,0,1,0,2,1,0,8,16:00,0,0,0,0,0,0,8,221,196,417,.530,0.89,9,19,-10,8,,,,,,,,,,,,,,,,,,0,38,7,3,4,0.11,0,0,False,,,0.49646690158214224,77,82
2025-26,whockey,New England Small College Athletic Conference (NESCAC),nescac,Middlebury,"Giebler, Alison",Alison,Giebler,0,420,"Giebler, Alison","Giebler,Alison",GieblerAlisonMID,23,0,23,,Middlebury,MID,1126-6037,0,,0,0,0,0,1,1,1,2,0,7,14:00,0,0,0,0,0,0,7,110,123,233,.472,1.12,15,8,7,13,,,,,,,,,,,,,,,,,,0,27,7,4,3,0.11,0,0,False,,,0.3972115549551979,78,82
2025-26,whockey,New England Small College Athletic Conference (NESCAC),nescac,Colby,Maria Pierce,Maria,Pierce,rw,151,Maria Pierce,"PIERCE,MARIA",PIERCEMARIACOLBY,26,9,17,,Colby,COLBY,0,0,,0,0,0,0,1,0,2,0,0,8,16:00,0,0,0,0,0,0,8,32,33,65,.492,1.03,14,10,4,17,,,,,,,,,,,,,,,,,,0,32,7,4,3,0.09,0,0,False,,,0.3972115549551979,79,82
2025-26,whockey,New England Small College Athletic Conference (NESCAC),nescac,Trinity,"McKenna, Nina",Nina,McKenna,0,713,"McKenna, Nina","McKenna,Nina",McKennaNinaTRI,25,0,24,,Trinity,TRI,1127-5436,0,,0,0,0,0,1,0,0,0,0,1,02:00,0,0,0,0,0,0,1,150,167,317,.473,1.11,10,21,-11,18,,,,,,,,,,,,,,,,,,0,31,7,4,3,0.10,0,0,False,,,0.3972115549551979,80,81
2025-26,whockey,New England Small College Athletic Conference (NESCAC),nescac,Wesleyan,"Molin, Amelia",Amelia,Molin,0,764,"Molin, Amelia","Molin,Amelia",MolinAmeliaWES,25,3,8,,Wesleyan,WES,1130-6680,0,,0,0,0,0,0,0,0,0,0,2,04:00,0,0,0,0,0,0,2,48,32,80,.600,0.67,12,25,-13,9,,,,,,,,,,,,,,,,,,0,52,7,4,3,0.06,0,0,False,,,0.3972115549551979,81,81
2025-26,whockey,New England Small College Athletic Conference (NESCAC),nescac,Hamilton,"Berghammer, Sophie",Sophie,Berghammer,0,267,"Berghammer, Sophie","Berghammer,Sophie",BerghammerSophieHAM,25,17,28,,Hamilton,HAM,0,0,,0,0,0,1,0,0,0,0,0,6,12:00,0,0,0,0,0,0,6,0,0,0,NaN,0,15,10,5,21,,,,,,,,,,,,,,,,,,0,48,7,5,2,0.04,0,0,False,,,0.2979562083282535,82,81
2025-26,whockey,New England Small College Athletic Conference (NESCAC),nescac,Hamilton,"Long, Grace",Grace,Long,0,267,"Long, Grace","Long,Grace",LongGraceHAM,21,1,10,,Hamilton,HAM,0,0,,0,0,0,0,0,0,0,0,0,2,04:00,0,0,0,0,0,0,2,55,67,122,.451,1.22,9,5,4,5,,,,,,,,,,,,,,,,,,0,23,7,5,2,0.09,0,0,False,,,0.2979562083282535,83,81
2025-26,whockey,New England Small College Athletic Conference (NESCAC),nescac,Amherst,Malaya Anaba,Malaya,Anaba,d,24,Malaya Anaba,"ANABA,MALAYA",ANABAMALAYAAMHERST,29,7,16,,Amherst,AMHERST,0,0,,0,0,0,0,0,0,2,0,0,2,04:00,0,0,0,0,0,0,2,6,5,11,.545,0.83,19,8,11,21,,,,,,,,,,,,,,,,,,0,42,7,5,2,0.05,0,0,False,,,0.2979562083282535,84,80
2025-26,whockey,New England Small College Athletic Conference (NESCAC),nescac,Bowdoin,"Nesvold, Sofia",Sofia,Nesvold,0,69,"Nesvold, Sofia","Nesvold,Sofia",NesvoldSofiaBOW,23,1,26,,Bowdoin,BOW,1121-4770,0,,0,0,0,0,0,0,0,0,0,5,10:00,0,0,0,0,0,0,5,97,72,169,.574,0.74,8,5,3,6,,,,,,,,,,,,,,,,,,0,36,7,5,2,0.06,0,0,False,,,0.2979562083282535,85,80
2025-26,whockey,New England Small College Athletic Conference (NESCAC),nescac,Hamilton,"McMahon, Carly",Carly,McMahon,0,267,"McMahon, Carly","McMahon,Carly",McMahonCarlyHAM,24,6,11,,Hamilton,HAM,0,0,,0,0,0,0,0,0,0,0,0,3,06:00,0,0,0,0,0,0,3,34,72,106,.321,2.12,10,14,-4,8,,,,,,,,,,,,,,,,,,0,27,7,6,1,0.04,0,0,False,,,0.1987008617013091,86,80
2025-26,whockey,New England Small College Athletic Conference (NESCAC),nescac,Amherst,Clare O'Connor,Clare,O'Connor,0,24,Clare O'Connor,"O'CONNOR,CLARE",O'CONNORCLAREAMHERST,29,5,21,,Amherst,AMHERST,0,0,,0,0,0,0,0,0,0,0,0,2,04:00,0,0,0,0,0,0,2,0,0,0,NaN,0,18,2,16,28,,,,,,,,,,,,,,,,,,0,37,7,7,0,0.00,0,0,False,,,0.09944551507436464,87,80
2025-26,whockey,New England Small College Athletic Conference (NESCAC),nescac,Trinity,"French, Kate",Kate,French,0,713,"French, Kate","French,Kate",FrenchKateTRI,25,17,13,,Trinity,TRI,1127-5063,0,,0,0,0,2,0,0,0,0,0,7,14:00,0,0,0,0,0,0,7,291,233,524,.555,0.80,16,21,-5,14,,,,,,,,,,,,,,,,,,0,31,6,2,4,0.13,0,0,False,,,0.0567411774628301,88,80
2025-26,whockey,New England Small College Athletic Conference (NESCAC),nescac,Bowdoin,"Palmer, Bea",Bea,Palmer,0,69,"Palmer, Bea","Palmer,Bea",PalmerBeaBOW,24,3,18,,Bowdoin,BOW,1121-4773,0,,0,0,0,0,1,0,1,0,0,2,04:00,0,0,0,0,0,0,2,35,39,74,.473,1.11,12,6,6,7,,,,,,,,,,,,,,,,,,0,35,6,2,4,0.11,0,0,False,,,0.0567411774628301,89,79
2025-26,whockey,New England Small College Athletic Conference (NESCAC),nescac,Hamilton,"Porter, Jamie",Jamie,Porter,0,267,"Porter, Jamie","Porter,Jamie",PorterJamieHAM,23,5,22,,Hamilton,HAM,0,0,,0,1,0,1,0,0,0,1,0,3,06:00,0,0,0,0,0,0,3,1,3,4,.250,3.00,10,9,1,3,,,,,,,,,,,,,,,,,,0,40,6,2,4,0.10,0,0,False,,,0.0567411774628301,90,79
2025-26,whockey,New England Small College Athletic Conference (NESCAC),nescac,Colby,Lizzy Hamel,Lizzy,Hamel,0,151,Lizzy Hamel,"HAMEL,LIZZY",HAMELLIZZYCOLBY,20,0,20,,Colby,COLBY,0,0,,0,0,0,0,0,0,0,0,0,1,02:00,0,0,0,0,0,0,1,0,0,0,NaN,0,12,5,7,9,,,,,,,,,,,,,,,,,,0,29,6,3,3,0.10,1,1,False,,,-0.04251416916411434,91,79
